uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,
Volkswagen_Golf-Retail_Adelaide_Television_NWS9_Metropolitan_Television,,Retail Adelaide Television NWS9,Retail Adelaide Television NWS9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,16,4,0,0,9,5,12,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,GTIRetail Adelaide Television SAS7,GTIRetail Adelaide Television SAS7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Press_Advertiser_Metropolitan_Press,,Bluemotion Adelaide Press Advertiser,Bluemotion Adelaide Press Advertiser,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_GEM_ADE_Metropolitan_Television,,Bluemotion Adelaide Television GEM ADE,Bluemotion Adelaide Television GEM ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Press_Sunday_Mail-Adelaide_Metropolitan_Press,,Bluemotion Adelaide Press Sunday MailAdelaide,Bluemotion Adelaide Press Sunday MailAdelaide,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_GO_ADE_Metropolitan_Television,,Retail Adelaide Television GO ADE,Retail Adelaide Television GO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_ONEADL_Metropolitan_Television,,Retail Adelaide Television ONEADL,Retail Adelaide Television ONEADL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_South_Australia_Advertiser-The_Adelaide_Magazine_Magazines,,South AustraliavAdvertiser The Adelaide Magazine,South AustraliavAdvertiser The Adelaide Magazine,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide :Magazine,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Volkswagen_Golf-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,Retail Adelaide Press Advertiser,Retail Adelaide Press Advertiser,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Volkswagen_Golf_GTI_Adelaide_Television_Eleven_ADE_Metropolitan_Television,,GTI Adelaide Television Eleven ADE,GTI Adelaide Television Eleven ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Adelaide_Television_ADS10_Metropolitan_Television,,GTI Adelaide Television ADS10,GTI Adelaide Television ADS10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_NWS9_Metropolitan_Television,,GTIRetail Adelaide Television NWS9,GTIRetail Adelaide Television NWS9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Adelaide_Television_GEM_ADE_Metropolitan_Television,,GTI Adelaide Television GEM ADE,GTI Adelaide Television GEM ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,Bluemotion Adelaide Television 7TWO ADE,Bluemotion Adelaide Television 7TWO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_7Mate_ADE_Metropolitan_Television,,GTIRetail Adelaide Television 7Mate ADE,GTIRetail Adelaide Television 7Mate ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_Adelaide_Television_NWS9_Metropolitan_Television,,Adelaide Television NWS9,Adelaide Television NWS9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,Retail Adelaide Television SAS7,Retail Adelaide Television SAS7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,14,13,0,0,11,10,8,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_GO_ADE_Metropolitan_Television,,Bluemotion Adelaide Television GO ADE,Bluemotion Adelaide Television GO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Adelaide_Television_ADS10_Metropolitan_Television,,Adelaide Television ADS10,Adelaide Television ADS10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Volkswagen_Golf_GTI_Adelaide_Television_NWS9_Metropolitan_Television,,GTI Adelaide Television NWS9,GTI Adelaide Television NWS9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_GEM_ADE_Metropolitan_Television,,Retail Adelaide Television GEM ADE,Retail Adelaide Television GEM ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,Retail Adelaide Television ADS10,Retail Adelaide Television ADS10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Adelaide_Television_GO_ADE_Metropolitan_Television,,GTI Adelaide Television GO ADE,GTI Adelaide Television GO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Jetta-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,JettaRetail Adelaide Press Advertiser,JettaRetail Adelaide Press Advertiser,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Radio_SAFM_Metropolitan_Radio,,Bluemotion Adelaide Radio SAFM,Bluemotion Adelaide Radio SAFM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,Retail Adelaide Television 7TWO ADE,Retail Adelaide Television 7TWO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_Eleven_ADE_Metropolitan_Television,,Retail Adelaide Television Eleven ADE,Retail Adelaide Television Eleven ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_7Mate_ADE_Metropolitan_Television,,Retail Adelaide Television 7Mate ADE,Retail Adelaide Television 7Mate ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_7Mate_ADE_Metropolitan_Television,,Bluemotion Adelaide Television 7Mate ADE,Bluemotion Adelaide Television 7Mate ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_GO_ADE_Metropolitan_Television,,GTIRetail Adelaide Television GO ADE,GTIRetail Adelaide Television GO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_NWS9_Metropolitan_Television,,Bluemotion Adelaide Television NWS9,Bluemotion Adelaide Television NWS9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,GTIRetail Adelaide Television 7TWO ADE,GTIRetail Adelaide Television 7TWO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Adelaide_Television_SBSADL_Metropolitan_Television,,GTIRetail Adelaide Television SBSADL,GTIRetail Adelaide Television SBSADL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Adelaide_Television_SAS7_Metropolitan_Television,,Bluemotion Adelaide Television SAS7,Bluemotion Adelaide Television SAS7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Adelaide_Television_SBSADL_Metropolitan_Television,,Retail Adelaide Television SBSADL,Retail Adelaide Television SBSADL,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Adelaide : Television,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Perth_Television_GO_PER_Metropolitan_Television,,GTI Perth Television GO PER,GTI Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Press_West_Australian_Metropolitan_Press,,Bluemotion Perth Press West Australian,Bluemotion Perth Press West Australian,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Perth_Television_NEW10_Metropolitan_Television,,Perth Television NEW10,Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Volkswagen_Golf_GTI_Perth_Television_STW9_Metropolitan_Television,,GTI Perth Television STW9,GTI Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_GO_PER_Metropolitan_Television,,Retail Perth Television GO PER,Retail Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,6,3,0,0,2,0,1,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,Retail Perth Television 7Mate PER,Retail Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,2,3,0,0,2,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Perth_Television_Eleven_PER_Metropolitan_Television,,GTI Perth Television Eleven PER,GTI Perth Television Eleven PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_TVW7_Metropolitan_Television,,Bluemotion Perth Television TVW7,Bluemotion Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_GO_PER_Metropolitan_Television,,Bluemotion Perth Television GO PER,Bluemotion Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_GO_PER_Metropolitan_Television,,GTIRetail Perth Television GO PER,GTIRetail Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_Perth_Television_STW9_Metropolitan_Television,,Perth Television STW9,Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_7TWO_PER_Metropolitan_Television,,Bluemotion Perth Television 7TWO PER,Bluemotion Perth Television 7TWO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_STW9_Metropolitan_Television,,Bluemotion Perth Television STW9,Bluemotion Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_TVW7_Metropolitan_Television,,GTIRetail Perth Television TVW7,GTIRetail Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,13,18,14,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Perth_Television_NEW10_Metropolitan_Television,,GTI Perth Television NEW10,GTI Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_GEM_PER_Metropolitan_Television,,Retail Perth Television GEM PER,Retail Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_STW9_Metropolitan_Television,,Retail Perth Television STW9,Retail Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,7,11,0,0,27,14,17,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_Eleven_PER_Metropolitan_Television,,Retail Perth Television Eleven PER,Retail Perth Television Eleven PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Press_West_Australian_Metropolitan_Press,,Retail Perth Press West Australian,Retail Perth Press West Australian,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Press,0.5,0,0,0,0,0,0,0,0,34,46,0,11,12,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_STW9_Metropolitan_Television,,GTIRetail Perth Television STW9,GTIRetail Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,17,16,21,1,0,0,0,0,0,0
Volkswagen_Golf_Jetta-Retail_Perth_Press_West_Australian_Metropolitan_Press,,JettaRetail Perth Press West Australian,JettaRetail Perth Press West Australian,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_SBSPER_Metropolitan_Television,,Retail Perth Television SBSPER,Retail Perth Television SBSPER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Perth_Television_GEM_PER_Metropolitan_Television,,GTI Perth Television GEM PER,GTI Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,Retail Perth Television 7TWO PER,Retail Perth Television 7TWO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,4,5,0,0,1,1,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,GTIRetail Perth Television 7Mate PER,GTIRetail Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_GTI_Perth_Television_ONEPER_Metropolitan_Television,,GTI Perth Television ONEPER,GTI Perth Television ONEPER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,GTIRetail Perth Television 7TWO PER,GTIRetail Perth Television 7TWO PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_GEM_PER_Metropolitan_Television,,Bluemotion Perth Television GEM PER,Bluemotion Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Television_7Mate_PER_Metropolitan_Television,,Bluemotion Perth Television 7Mate PER,Bluemotion Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Perth_Radio_92.9_FM_Metropolitan_Radio,,Bluemotion Perth Radio 92.9 FM,Bluemotion Perth Radio 92.9 FM,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Polo-Retail_Perth_Press_West_Australian_Metropolitan_Press,,PoloRetail Perth Press West Australian,PoloRetail Perth Press West Australian,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Press,0.5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_TVW7_Metropolitan_Television,,Retail Perth Television TVW7,Retail Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,40,41,0,0,20,6,9,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_SBSPER_Metropolitan_Television,,GTIRetail Perth Television SBSPER,GTIRetail Perth Television SBSPER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_NEW10_Metropolitan_Television,,Retail Perth Television NEW10,Retail Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_GTI-Retail_Perth_Television_GEM_PER_Metropolitan_Television,,GTIRetail Perth Television GEM PER,GTIRetail Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Perth_Television_ONEPER_Metropolitan_Television,,Retail Perth Television ONEPER,Retail Perth Television ONEPER,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Perth : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf_Brisbane_Press_Sunday_Mail-Brisbane_Metropolitan_Press,,Brisbane Press Sunday MailBrisbane,Brisbane Press Sunday MailBrisbane,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Brisbane : Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen_Golf-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,Retail Brisbane Television 7Mate BRIS,Retail Brisbane Television 7Mate BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Brisbane : Television,0.5,0,0,0,0,4,3,0,0,2,2,1,0,0,0,0,0,0,0
Volkswagen_Golf_Bluemotion_Brisbane_Television_GO_BRIS_Metropolitan_Television,,Bluemotion Brisbane Television GO BRIS,Bluemotion Brisbane Television GO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Impreza Competitors:Volkswagen Golf:Brisbane : Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
